kmeans2,kmeans3,kmeans4,kmeans5,kmeans6,lat,lon
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7863086886,-122.416452066
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372043,-122.418274172
mediumseagreen,coral,mediumseagreen,coral,coral,37.7626952876,-122.418277911
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
mediumseagreen,coral,mediumseagreen,coral,coral,37.7410549815,-122.406825184
mediumseagreen,coral,mediumseagreen,coral,coral,37.7652491154,-122.41638971
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372044,-122.418274172
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
coral,mediumseagreen,coral,yellow,yellow,37.7754207067,-122.403404791
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7853750846,-122.416261837
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586764833,-122.417413347
mediumseagreen,coral,mediumseagreen,coral,coral,37.7571005796,-122.417812559
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
mediumseagreen,coral,mediumseagreen,coral,coral,37.7571677817,-122.416720982
mediumseagreen,coral,mediumseagreen,coral,coral,37.7580118295,-122.415770264
mediumseagreen,coral,mediumseagreen,coral,coral,37.760301234,-122.418120086
mediumseagreen,coral,mediumseagreen,coral,coral,37.7603656932,-122.417028392
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.760301234,-122.418120086
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7836278721,-122.42081471
coral,mediumseagreen,coral,yellow,yellow,37.7912255174,-122.404195425
coral,mediumseagreen,coral,yellow,yellow,37.7946373197,-122.406981047
coral,mediumseagreen,coral,yellow,yellow,37.793524904,-122.405396537
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7990019437,-122.441811628
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7990019437,-122.441811628
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
mediumseagreen,coral,mediumseagreen,coral,coral,37.7618358012,-122.419360353
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.806025534,-122.409888227
mediumseagreen,coral,mediumseagreen,coral,coral,37.7571005796,-122.417812559
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7246926894,-122.459564595
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7246926894,-122.459564595
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594801326,-122.418108926
mediumseagreen,coral,mediumseagreen,coral,coral,37.7595850479,-122.404505574
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
mediumseagreen,coral,mediumseagreen,coral,coral,37.7602134417,-122.418656834
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7835634796,-122.415066876
mediumseagreen,coral,mediumseagreen,coral,coral,37.7570133987,-122.418351238
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7857602955,-122.409523741
coral,mediumseagreen,coral,yellow,yellow,37.7857602955,-122.409523741
coral,mediumseagreen,coral,yellow,yellow,37.7912255174,-122.404195425
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,coral,mediumseagreen,coral,coral,37.7596123169,-122.415921585
coral,mediumseagreen,coral,yellow,yellow,37.7862042105,-122.409686192
coral,mediumseagreen,coral,yellow,yellow,37.7871979591,-122.409055191
mediumseagreen,coral,mediumseagreen,coral,coral,37.760301234,-122.418120086
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
mediumseagreen,coral,mediumseagreen,coral,coral,37.7571005796,-122.417812559
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7896868266,-122.412928955
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7432215533,-122.473030392
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7625630892,-122.478194247
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7859988324,-122.411747372
coral,mediumseagreen,coral,yellow,yellow,37.786064675,-122.401692264
mediumseagreen,coral,mediumseagreen,coral,coral,37.7603656932,-122.417028392
coral,mediumseagreen,coral,yellow,yellow,37.7878271137,-122.408384276
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7518459969,-122.404243317
mediumseagreen,coral,mediumseagreen,coral,coral,37.7388951597,-122.435081295
mediumseagreen,coral,darkviolet,darkviolet,navy,37.7118229386,-122.427966288
mediumseagreen,coral,darkviolet,darkviolet,navy,37.7118229386,-122.427966288
coral,mediumseagreen,coral,yellow,yellow,37.787148808,-122.409876623
coral,mediumseagreen,coral,yellow,yellow,37.7864094034,-122.408040475
coral,mediumseagreen,coral,yellow,yellow,37.7868849113,-122.408201657
coral,mediumseagreen,coral,yellow,yellow,37.7862042105,-122.409686192
coral,mediumseagreen,coral,yellow,yellow,37.787359495,-122.408231026
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
coral,mediumseagreen,coral,yellow,yellow,37.787148808,-122.409876623
coral,mediumseagreen,coral,yellow,yellow,37.7862042105,-122.409686192
coral,mediumseagreen,coral,yellow,yellow,37.7854922045,-122.407854235
coral,mediumseagreen,coral,yellow,yellow,37.7864094034,-122.408040475
coral,mediumseagreen,coral,yellow,yellow,37.7865647608,-122.407244087
coral,mediumseagreen,coral,yellow,yellow,37.7864044708,-122.408519707
coral,mediumseagreen,coral,yellow,yellow,37.787148808,-122.409876623
coral,mediumseagreen,coral,yellow,yellow,37.787148808,-122.409876623
coral,mediumseagreen,coral,yellow,yellow,37.7871979591,-122.409055191
coral,mediumseagreen,coral,yellow,yellow,37.7864094034,-122.408040475
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
mediumseagreen,coral,mediumseagreen,coral,coral,37.7572322279,-122.415629332
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
coral,mediumseagreen,coral,yellow,yellow,37.787359495,-122.408231026
coral,mediumseagreen,coral,yellow,yellow,37.7868849113,-122.408201657
coral,mediumseagreen,coral,yellow,yellow,37.7857446546,-122.405832474
coral,mediumseagreen,coral,yellow,yellow,37.7869126924,-122.409756224
coral,mediumseagreen,coral,yellow,yellow,37.7869126924,-122.409756224
coral,mediumseagreen,coral,yellow,yellow,37.787148808,-122.409876623
coral,mediumseagreen,coral,yellow,yellow,37.7862042105,-122.409686192
mediumseagreen,coral,mediumseagreen,coral,coral,37.7564864109,-122.406539115
mediumseagreen,coral,mediumseagreen,coral,coral,37.7564864109,-122.406539115
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.776508037,-122.414457765
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7859988324,-122.411747372
coral,mediumseagreen,coral,yellow,yellow,37.7965510481,-122.405283981
coral,mediumseagreen,coral,yellow,yellow,37.790463178,-122.405941469
coral,mediumseagreen,coral,yellow,yellow,37.7899019823,-122.407114491
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7885452792,-122.414390138
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7162577964,-122.47528507
mediumseagreen,coral,mediumseagreen,coral,coral,37.7374889452,-122.392004362
mediumseagreen,coral,mediumseagreen,coral,coral,37.7374889452,-122.392004362
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620347867,-122.416078424
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7868343893,-122.412777297
coral,mediumseagreen,coral,yellow,mediumseagreen,37.7869881885,-122.410699658
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7166425333,-122.47430808
mediumseagreen,coral,mediumseagreen,coral,coral,37.7571005796,-122.417812559
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7605000726,-122.414845139
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
mediumseagreen,coral,mediumseagreen,coral,coral,37.7619674218,-122.417180449
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
mediumseagreen,coral,mediumseagreen,coral,coral,37.7578884408,-122.417817853
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7246926894,-122.459564595
mediumseagreen,coral,mediumseagreen,coral,coral,37.7579459515,-122.416863556
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594801326,-122.418108926
mediumseagreen,coral,mediumseagreen,coral,coral,37.7526959571,-122.423991907
mediumseagreen,coral,mediumseagreen,coral,coral,37.7442180803,-122.404304136
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7225208462,-122.450929424
coral,mediumseagreen,coral,yellow,yellow,37.786064675,-122.401692264
coral,mediumseagreen,coral,yellow,yellow,37.786064675,-122.401692264
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7758984462,-122.418480565
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7175158906,-122.474827215
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
mediumseagreen,coral,mediumseagreen,coral,coral,37.7572322279,-122.415629332
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7899200015,-122.42206273
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
coral,mediumseagreen,coral,yellow,yellow,37.788440504,-122.40181724
coral,mediumseagreen,coral,yellow,yellow,37.788440504,-122.40181724
mediumseagreen,coral,mediumseagreen,coral,coral,37.7603888134,-122.417577215
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7184872987,-122.48390412
coral,coral,mediumseagreen,yellow,yellow,37.77246824,-122.389517648
mediumseagreen,coral,mediumseagreen,coral,coral,37.7580201625,-122.415632296
mediumseagreen,coral,mediumseagreen,coral,coral,37.7610901241,-122.418124262
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
mediumseagreen,coral,mediumseagreen,coral,coral,37.7587640201,-122.416872884
mediumseagreen,coral,mediumseagreen,coral,coral,37.7682726764,-122.419983448
mediumseagreen,coral,mediumseagreen,coral,coral,37.7556332979,-122.415473932
mediumseagreen,coral,mediumseagreen,coral,coral,37.7543474192,-122.423214612
mediumseagreen,coral,mediumseagreen,coral,coral,37.760301234,-122.418120086
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
coral,mediumseagreen,coral,yellow,yellow,37.7854574903,-122.400916029
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
mediumseagreen,darkviolet,darkviolet,darkviolet,navy,37.7155536667,-122.473644076
mediumseagreen,coral,mediumseagreen,coral,coral,37.760301234,-122.418120086
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620347867,-122.416078424
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
coral,mediumseagreen,coral,yellow,yellow,37.7848283094,-122.403971269
